id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
6e7gMgVJRQ5rtkIbTF6TLQ,trattoria-contadina-san-francisco,Trattoria Contadina,https://s3-media4.fl.yelpcdn.com/bphoto/9mKRj1o8w66udaeg1w4uLA/o.jpg,False,https://www.yelp.com/biz/trattoria-contadina-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1401,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 37.80018, 'longitude': -122.41228}",['delivery'],$$,"{'address1': '1800 Mason St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1800 Mason St', 'San Francisco, CA 94133']}",+14159825728,(415) 982-5728,1378.5580897933103
V8ioVq1yddBXql8ILfNq5A,proper-food-san-francisco-6,Proper Food,https://s3-media2.fl.yelpcdn.com/bphoto/kZGhZDqdQFgD0dMjJiF81g/o.jpg,False,https://www.yelp.com/biz/proper-food-san-francisco-6?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,54,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 37.79034, 'longitude': -122.40185}",['delivery'],$$,"{'address1': '116 Montgomery St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['116 Montgomery St', 'San Francisco, CA 94104']}",+14157159985,(415) 715-9985,57.76669202208086
LRYKq98VwUj55wE9MwUINA,off-the-grid-salesforce-tower-san-francisco,Off the Grid: Salesforce Tower,https://s3-media1.fl.yelpcdn.com/bphoto/sWrDgu3z0Krj92o7EvtkMg/o.jpg,False,https://www.yelp.com/biz/off-the-grid-salesforce-tower-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,3,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 37.78977, 'longitude': -122.397}",[],,"{'address1': '415 Mission St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['415 Mission St', 'San Francisco, CA 94105']}",+14153395888,(415) 339-5888,451.8614851311783
Kk72llJNg0Ae85cEOmeSmA,ziggys-burgers-san-francisco,Ziggy's Burgers,https://s3-media4.fl.yelpcdn.com/bphoto/dgsVu3IQMMZZC_JRAK794A/o.jpg,False,https://www.yelp.com/biz/ziggys-burgers-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,620,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'halal', 'title': 'Halal'}]",3.5,"{'latitude': 37.7939825, 'longitude': -122.39665670552168}","['delivery', 'pickup']",$$,"{'address1': '21 Drumm St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['21 Drumm St', 'San Francisco, CA 94111']}",+14153918181,(415) 391-8181,574.5203815923275
Wd5ho0_FKk9n7uV8pSCYIg,barbacco-san-francisco,Barbacco,https://s3-media1.fl.yelpcdn.com/bphoto/P0Y_UJfvVetYHn9AnedBJg/o.jpg,False,https://www.yelp.com/biz/barbacco-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1629,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 37.7935921194034, 'longitude': -122.399338591436}","['delivery', 'pickup']",$$,"{'address1': '220 California St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['220 California St', 'San Francisco, CA 94111']}",+14159551919,(415) 955-1919,374.88338620781826
aP8bXfX6FzBnhZhQMmC08g,ippudo-san-francisco-san-francisco-3,Ippudo San Francisco,https://s3-media2.fl.yelpcdn.com/bphoto/YGbq9dJjcaRZ7omX9SGD6Q/o.jpg,False,https://www.yelp.com/biz/ippudo-san-francisco-san-francisco-3?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1093,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 37.785942, 'longitude': -122.404501}","['pickup', 'delivery']",$$,"{'address1': '18 Yerba Buena Ln', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['18 Yerba Buena Ln', 'San Francisco, CA 94103']}",+14153481202,(415) 348-1202,596.3972319020586
lOCewxz6QNegZbArImNBfw,the-view-lounge-san-francisco,The View Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/O79hjAEIdmQFcm4JF3uMwg/o.jpg,False,https://www.yelp.com/biz/the-view-lounge-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1838,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 37.785343, 'longitude': -122.404401}",['delivery'],$$,"{'address1': '780 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['780 Mission St', 'San Francisco, CA 94103']}",+14158961600,(415) 896-1600,655.4155428390309
iU-XQ4dhII3WF1UKR4XrNQ,campton-place-san-francisco,Campton Place,https://s3-media4.fl.yelpcdn.com/bphoto/LB_z573MEAzcv4i7p_e1-w/o.jpg,False,https://www.yelp.com/biz/campton-place-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,738,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 37.7891030590383, 'longitude': -122.406697746033}",['delivery'],$$$$,"{'address1': '340 Stockton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['340 Stockton St', 'San Francisco, CA 94108']}",+14159555555,(415) 955-5555,466.3374847599699
QJ5DytH3iktmwMzMT7DjOQ,schilling-and-co-cafe-san-francisco-3,Schilling & Co  cafe,https://s3-media2.fl.yelpcdn.com/bphoto/kO83ciNU7cA657JraBQC4A/o.jpg,False,https://www.yelp.com/biz/schilling-and-co-cafe-san-francisco-3?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,75,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 37.79404378380096, 'longitude': -122.40414505276135}","['pickup', 'delivery']",$,"{'address1': '667 Commercial St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['667 Commercial St', 'San Francisco, CA 94111']}",+14153620118,(415) 362-0118,401.75759951175456
cjfJOMF6hpE7bX0ESWdAEg,sanraku-san-francisco-2,Sanraku,https://s3-media2.fl.yelpcdn.com/bphoto/yo8sm_wnaFXe4kT6LBwUag/o.jpg,False,https://www.yelp.com/biz/sanraku-san-francisco-2?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1785,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 37.7889513951509, 'longitude': -122.41242887495}","['restaurant_reservation', 'delivery']",$$,"{'address1': '704 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['704 Sutter St', 'San Francisco, CA 94109']}",+14157710803,(415) 771-0803,950.1148247532336
R2vcS8bnlC8spixK0c1fVw,taqueria-mana-san-francisco,Taqueria Mana,https://s3-media4.fl.yelpcdn.com/bphoto/b1PQMkRzFN7tfSWt5CyKcw/o.jpg,False,https://www.yelp.com/biz/taqueria-mana-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,283,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 37.79002, 'longitude': -122.40721}","['pickup', 'delivery']",$,"{'address1': '439 Stockton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['439 Stockton St', 'San Francisco, CA 94108']}",+14154213781,(415) 421-3781,478.27177807098536
PzPPcGVg5O4UuW5cTopJhA,bix-san-francisco,BIX,https://s3-media2.fl.yelpcdn.com/bphoto/-cuqyxkyxKjh2P4E4uRnLA/o.jpg,False,https://www.yelp.com/biz/bix-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1885,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 37.79686, 'longitude': -122.40291}",['delivery'],$$$$,"{'address1': '56 Gold St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['56 Gold St', 'San Francisco, CA 94133']}",+14154336300,(415) 433-6300,668.501964728409
prl4rkVXnSj2eVUFv-VZqw,707-sutter-san-francisco,707 Sutter,https://s3-media1.fl.yelpcdn.com/bphoto/NkUniUA6tFOF5S7G14y3QQ/o.jpg,False,https://www.yelp.com/biz/707-sutter-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,781,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 37.7886616504901, 'longitude': -122.412151023746}","['pickup', 'delivery']",$$,"{'address1': '707 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['707 Sutter St', 'San Francisco, CA 94109']}",+14153467979,(415) 346-7979,934.4044507725495
mfD5wlWS6tY92FJHDcBwJA,bouche-san-francisco,Bouche,https://s3-media2.fl.yelpcdn.com/bphoto/oyl9if1U8pNx4ix2yDi3qg/o.jpg,False,https://www.yelp.com/biz/bouche-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,824,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 37.790254, 'longitude': -122.407361268997}","['pickup', 'delivery']",$$$,"{'address1': '603 Bush St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['603 Bush St', 'San Francisco, CA 94108']}",+14159560396,(415) 956-0396,485.1517002819223
2WImgWUXjKq0OKhu9hWhOA,ajisen-ramen-san-francisco,Ajisen Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/xcfr8AfNk1pLgArFTsDcZQ/o.jpg,False,https://www.yelp.com/biz/ajisen-ramen-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1043,"[{'alias': 'ramen', 'title': 'Ramen'}]",3.5,"{'latitude': 37.784099, 'longitude': -122.406434}",['delivery'],$$,"{'address1': '865 Market St', 'address2': 'Ste C-12 865', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['865 Market St', 'Ste C-12 865', 'San Francisco, CA 94103']}",+14153570288,(415) 357-0288,834.3061556554383
24ym9XJUS2i9JlSFEJeZ2w,the-coffee-movement-san-francisco,The Coffee Movement,https://s3-media4.fl.yelpcdn.com/bphoto/iAIYzjAmSsT1OSXHgx0s-A/o.jpg,False,https://www.yelp.com/biz/the-coffee-movement-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,355,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 37.79483, 'longitude': -122.4103}",['delivery'],$$,"{'address1': '1030 Washington St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['1030 Washington St', 'San Francisco, CA 94108']}",+14152373375,(415) 237-3375,861.4895893604713
JPL5OqxmoKGWXZxVSlYkag,yo-yos-san-francisco,Yo Yo's,https://s3-media1.fl.yelpcdn.com/bphoto/GEhhPIrZUhT9War7MrngUQ/o.jpg,False,https://www.yelp.com/biz/yo-yos-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,578,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 37.7977025439747, 'longitude': -122.401235478539}",['delivery'],$,"{'address1': '318 Pacific Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['318 Pacific Ave', 'San Francisco, CA 94111']}",+14152968273,(415) 296-8273,759.0899200007276
QFvxywOAEhc0ddTj0nY8CQ,rm-212-san-francisco,RM 212,https://s3-media3.fl.yelpcdn.com/bphoto/lA5DhKSmEnRR_swwkQ92ew/o.jpg,False,https://www.yelp.com/biz/rm-212-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,404,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 37.7937299, 'longitude': -122.40437}",['delivery'],$$,"{'address1': '690 Sacramento St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['690 Sacramento St', 'San Francisco, CA 94111']}",+14155002780,(415) 500-2780,381.87022550512035
xkTx2lxZQptqxNeCBCaArA,tadu-ethiopian-kitchen-san-francisco-3,Tadu Ethiopian Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/D6TVRBZ27xT5kA-M7Ijc5A/o.jpg,False,https://www.yelp.com/biz/tadu-ethiopian-kitchen-san-francisco-3?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,690,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.5,"{'latitude': 37.7848298, 'longitude': -122.4142271}","['pickup', 'delivery']",$$,"{'address1': '484 Ellis St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['484 Ellis St', 'San Francisco, CA 94102']}",+14154096649,(415) 409-6649,1275.3458452891045
btW6AX7lHUs1npn6HJnBPg,the-halal-guys-san-francisco-san-francisco,The Halal Guys,https://s3-media1.fl.yelpcdn.com/bphoto/7FoB44yKUFcrrbX0e4VEbw/o.jpg,False,https://www.yelp.com/biz/the-halal-guys-san-francisco-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,897,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.5,"{'latitude': 37.78618467, 'longitude': -122.41244187}",['delivery'],$$,"{'address1': ""336 O'Farrell St"", 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': [""336 O'Farrell St"", 'San Francisco, CA 94102']}",+14155493454,(415) 549-3454,1064.2193761814267
J3TsJm_UBcepyrs5dDsI8w,matcha-cafe-maiko-san-francisco-11,Matcha Cafe Maiko,https://s3-media2.fl.yelpcdn.com/bphoto/mh7Ta7dEBp3W_hgy2ensPA/o.jpg,False,https://www.yelp.com/biz/matcha-cafe-maiko-san-francisco-11?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,125,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}]",4.5,"{'latitude': 37.7941961789137, 'longitude': -122.4062082}",['delivery'],$,"{'address1': '756 Grant Ave', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['756 Grant Ave', 'San Francisco, CA 94108']}",+14156587748,(415) 658-7748,527.2013265002554
8Fvu6GoWT4ZPV1N_9em_-Q,noodle-time-san-francisco-2,Noodle Time,https://s3-media2.fl.yelpcdn.com/bphoto/boUCPb50ui5jpGvA04DqPA/o.jpg,False,https://www.yelp.com/biz/noodle-time-san-francisco-2?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,92,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,"{'latitude': 37.79689, 'longitude': -122.40106}",['delivery'],$,"{'address1': '605 Battery St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['605 Battery St', 'San Francisco, CA 94111']}",+14152918866,(415) 291-8866,676.4320393103687
np0rNe05zgX1xlYEl3lbJA,cafe-mason-san-francisco-4,Cafe Mason,https://s3-media2.fl.yelpcdn.com/bphoto/w9Elklv5zPG7M-c6A8ioTg/o.jpg,False,https://www.yelp.com/biz/cafe-mason-san-francisco-4?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1051,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 37.78649, 'longitude': -122.40951}","['pickup', 'delivery']",$$,"{'address1': '320 Mason St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['320 Mason St', 'San Francisco, CA 94102']}",+14155440320,(415) 544-0320,829.465024076571
EsnNcX1lxxhUQNtnooRM7A,z-zoul-cafe-san-francisco-4,Z Zoul Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/0Moqg5cMufqO0u0HVQseVg/o.jpg,False,https://www.yelp.com/biz/z-zoul-cafe-san-francisco-4?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,121,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"{'latitude': 37.78373, 'longitude': -122.41226}","['pickup', 'delivery']",$,"{'address1': '295 Eddy St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['295 Eddy St', 'San Francisco, CA 94102']}",+14157570187,(415) 757-0187,1203.8904904535436
Ukkt5Mlea2FVWsv11Rd25A,pressed-san-francisco-5,Pressed,https://s3-media2.fl.yelpcdn.com/bphoto/jUX9vq7LC32V6bcZsbu88g/o.jpg,False,https://www.yelp.com/biz/pressed-san-francisco-5?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,105,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",4.0,"{'latitude': 37.79024833, 'longitude': -122.39784}","['pickup', 'delivery']",$$,"{'address1': '75 1st St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['75 1st St', 'San Francisco, CA 94105']}",+14152780977,(415) 278-0977,363.9857914556117
jBdCBZc7-ab7c2tpoIEWJw,cocobang-san-francisco,Cocobang,https://s3-media4.fl.yelpcdn.com/bphoto/SyVefsuVXf8gztNBjHsAIA/o.jpg,False,https://www.yelp.com/biz/cocobang-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1021,"[{'alias': 'korean', 'title': 'Korean'}]",3.5,"{'latitude': 37.78771, 'longitude': -122.41139}","['pickup', 'delivery']",$$,"{'address1': '550 Taylor St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['550 Taylor St', 'San Francisco, CA 94102']}",+14152925144,(415) 292-5144,919.2521304659813
xak4bC7dZFM9vuEYIJPF0Q,escape-from-new-york-pizza-san-francisco,Escape From New York Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/hl6tXBCNDLSAzoaORPkVYg/o.jpg,False,https://www.yelp.com/biz/escape-from-new-york-pizza-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,277,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 37.79059, 'longitude': -122.40306}","['pickup', 'delivery']",$,"{'address1': '333 Bush St', 'address2': 'Ste 104', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['333 Bush St', 'Ste 104', 'San Francisco, CA 94104']}",+14154210700,(415) 421-0700,105.43051242475029
uGzVk45wG2tOjNUzTfH9_g,working-girls-cafe-san-francisco-2,Working Girls' Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/-zYVuSi-rjEx5uaaUxgp9A/o.jpg,False,https://www.yelp.com/biz/working-girls-cafe-san-francisco-2?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,256,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 37.7923363983791, 'longitude': -122.394199561731}",['delivery'],$,"{'address1': '101 Mission St', 'address2': 'Ste 140', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['101 Mission St', 'Ste 140', 'San Francisco, CA 94105']}",+14154958985,(415) 495-8985,695.3653248001389
UjeOgcv831QTChTP04-Uag,marios-bohemian-cigar-store-cafe-san-francisco,Mario's Bohemian Cigar Store Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/yecSCx7esqQn-kyq8Nl4sQ/o.jpg,False,https://www.yelp.com/biz/marios-bohemian-cigar-store-cafe-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,621,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 37.80021, 'longitude': -122.40979}","['pickup', 'delivery']",$$,"{'address1': '566 Columbus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['566 Columbus Ave', 'San Francisco, CA 94133']}",+14153620536,(415) 362-0536,1249.4765752338203
CzhF2Ye0-4gCVthYqm9p0w,barrio-san-francisco-2,Barrio,https://s3-media3.fl.yelpcdn.com/bphoto/yvjvo0kwUf_ShlWhh4oX5w/o.jpg,False,https://www.yelp.com/biz/barrio-san-francisco-2?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,116,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'latin', 'title': 'Latin American'}]",4.5,"{'latitude': 37.7995429440611, 'longitude': -122.410825960609}",['delivery'],$$,"{'address1': '1609 Powell St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1609 Powell St', 'San Francisco, CA 94133']}",+14159238997,(415) 923-8997,1240.7767476106706
WxW1PmD_HfPSDmyRhJ__lA,cuia-acai-and-positive-food-san-francisco,Cuia Acai & Positive Food,https://s3-media2.fl.yelpcdn.com/bphoto/CJAjdllkk-qfssEiaEZooA/o.jpg,False,https://www.yelp.com/biz/cuia-acai-and-positive-food-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,24,"[{'alias': 'acaibowls', 'title': 'Acai Bowls'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 37.7932883, 'longitude': -122.3948298}","['pickup', 'delivery']",,"{'address1': '55 Spear St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['55 Spear St', 'San Francisco, CA 94105']}",+14159884216,(415) 988-4216,682.8543699840283
